idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
2581	I Peru och Chile har på senare år utvecklats ett fiske , som till kvantitet överträffar varje annat lands .	i peru och chile har på senare år utvecklats ett fiske som till kvantitet överträffar varje annat lands	i peru och chile på har senare utvecklats år ett fiske som till kvantitet överträffar varje annat lands	O O O O O F O F O O O O O O C O O O	i peru och har chile på senare år utvecklats ett fiske som till kvantitet överträffar varje annat lands	O O O F O O O O C O O O O O C O O O
2582	Det är den rika produktionen i Humboldtströmmen som utnyttjas , men så gott som hela fångsten används till framställning av fiskmjöl .	det är den rika produktionen i humboldtströmmen som utnyttjas men så gott som hela fångsten används till framställning av fiskmjöl	det är den rika produktionen i humboldtströmmen som men utnyttjas så gott som hela används fångsten till framställning av fiskmjöl	O C O O O O O O O F O O O O F O O O O O	det är den rika produktionen i humboldtströmmen som men så gott som hela fångsten används till framställning av utnyttjas fiskmjöl	O C O O O O O O O O O O O O C O O O F O
2583	Detta exporteras till USA och Europa och används där som fodermedel för fjäderfä och andra husdjur - en med tanke på proteinbristen i u-länderna föga rationell användning av det värdefulla fiskproteinet .	detta exporteras till usa och europa och används där som fodermedel för fjäderfä och andra husdjur en med tanke på proteinbristen i u-länderna föga rationell användning av det värdefulla fiskproteinet	detta exporteras till usa och europa och används där som fodermedel för fjäderfä och andra husdjur en med tanke på proteinbristen i u-länderna föga rationell användning av det värdefulla fiskproteinet	O C O O O O O C O O O O O O O O O O O O O O O O O O O O O O	detta exporteras till usa och europa och där som fodermedel för fjäderfä och andra husdjur en med tanke på proteinbristen i u-länderna används föga rationell användning av det värdefulla fiskproteinet	O C O O O O O O O O O O O O O O O O O O O O F O O O O O O O
2584	Samma sak gäller också till stor del de nya stora fiskena i Syd- och Sydvästafrika , vilka är baserade på den rika produktionen i Benguelaströmmen .	samma sak gäller också till stor del de nya stora fiskena i syd- och sydvästafrika vilka är baserade på den rika produktionen i benguelaströmmen	samma sak också gäller till stor del de nya stora fiskena i syd- och sydvästafrika är vilka baserade på den rika produktionen i benguelaströmmen	O O O F O O O O O O O O O O O F O O O O O O O O	samma sak också till stor del de nya stora fiskena i syd- gäller och sydvästafrika vilka är baserade på den rika produktionen i benguelaströmmen	O O O O O O O O O O O O F O O O C O O O O O O O
2585	På flera håll i världen har man på senare tid kunnat konstatera ett tydligt överfiske av olika fiskslag , och FAO ( Food and Agriculture Organization of the United Nations ) räknar med att man på sin höjd skulle kunna fördubbla världens fiskfångst .	på flera håll i världen har man på senare tid kunnat konstatera ett tydligt överfiske av olika fiskslag och fao food and agriculture organization of the united nations räknar med att man på sin höjd skulle kunna fördubbla världens fiskfångst	på flera håll i världen har man på senare tid kunnat ett konstatera tydligt överfiske av olika fiskslag och fao food and agriculture organization of the united räknar nations med att man på sin höjd skulle kunna världens fördubbla fiskfångst	O O O O O C O O O O C O F O O O O O O O O O O O O O O F O O O O O O O C C O F O	på flera håll i världen har man på senare tid ett tydligt överfiske av olika fiskslag fördubbla och fao food and agriculture konstatera organization of the united nations kunnat räknar med att man på sin höjd skulle kunna världens fiskfångst	O O O O O C O O O O O O O O O O F O O O O O F O O O O O F C O O O O O O C C O O
2586	Havsalger ( röd- , brun- och grönalger ) används som människoföda i Ostasien ( del 1 , s. 26 ) .	havsalger röd- brun- och grönalger används som människoföda i ostasien del 1 s. 26	havsalger röd- brun- och används grönalger som människoföda i ostasien del 1 s. 26	O O O O F O O O O O O O O O	havsalger röd- brun- och grönalger används som människoföda i ostasien del 1 s. 26	O O O O O C O O O O O O O O
2587	Särskilt i Japan ingår alger i den dagliga kosten , och flera arter odlas i stor skala vid grunda havsstränder .	särskilt i japan ingår alger i den dagliga kosten och flera arter odlas i stor skala vid grunda havsstränder	särskilt i japan ingår alger i den dagliga kosten och flera arter odlas i stor skala vid grunda havsstränder	O O O C O O O O O O O O C O O O O O O	särskilt i japan ingår alger i den dagliga kosten och flera arter i odlas stor skala vid grunda havsstränder	O O O C O O O O O O O O O F O O O O O
2588	En omfattande forskning bedrivs också över odlingsmetoder och algernas användning .	en omfattande forskning bedrivs också över odlingsmetoder och algernas användning	en omfattande forskning också bedrivs över odlingsmetoder och algernas användning	O O O O F O O O O O	bedrivs en omfattande forskning också över odlingsmetoder och algernas användning	F O O O O O O O O O
2589	Det är troligt , att havsalger kommer att få en avsevärt större betydelse än hittills för livsmedelsförsörjningen .	det är troligt att havsalger kommer att få en avsevärt större betydelse än hittills för livsmedelsförsörjningen	är det troligt att havsalger kommer att få en avsevärt större betydelse än hittills för livsmedelsförsörjningen	F O O O O C O C O O O O O O O O	det troligt att havsalger kommer att få en avsevärt större betydelse är än hittills för livsmedelsförsörjningen	O O O O C O C O O O O F O O O O
2590	Med tanke på betydelsen av korta näringskedjor har man diskuterat möjligheten att direkt utnyttja plankton som människoföda .	med tanke på betydelsen av korta näringskedjor har man diskuterat möjligheten att direkt utnyttja plankton som människoföda	med tanke på betydelsen av korta näringskedjor diskuterat har man möjligheten att direkt utnyttja plankton som människoföda	O O O O O O O F F O O O O C O O O	med utnyttja tanke på betydelsen av korta näringskedjor har man diskuterat möjligheten att direkt plankton som människoföda	O F O O O O O O C O C O O O O O O
2591	Att från havsvattnet sila plankton i tillräckliga mängder låter sig dock knappast göra .	att från havsvattnet sila plankton i tillräckliga mängder låter sig dock knappast göra	att från havsvattnet sila plankton i tillräckliga mängder sig låter dock göra knappast	O O O C O O O O O F O F O	att från havsvattnet plankton i tillräckliga mängder sig dock knappast sila göra låter	O O O O O O O O O O F C F
2592	Mer realistiska är de försök som på många håll utförts med odling av encelliga alger i industriell skala .	mer realistiska är de försök som på många håll utförts med odling av encelliga alger i industriell skala	mer realistiska är de försök som på många håll utförts med odling av encelliga alger i industriell skala	O O C O O O O O O C O O O O O O O O	mer realistiska är de försök som på många håll med odling av encelliga alger utförts i industriell skala	O O C O O O O O O O O O O O F O O O
2593	Lovande resultat har t.ex. erhållits med sötvattensgrönalgen Chlorella .	lovande resultat har t.ex. erhållits med sötvattensgrönalgen chlorella	lovande resultat erhållits har t.ex. med sötvattensgrönalgen chlorella	O O F F O O O O	lovande erhållits resultat har t.ex. med sötvattensgrönalgen chlorella	O F O C O O O O
2594	Denna alg är rik på bl.a. fett och protein och har visat sig lämplig som tillskottsfoder vid uppfödning av svin och kycklingar .	denna alg är rik på bl.a. fett och protein och har visat sig lämplig som tillskottsfoder vid uppfödning av svin och kycklingar	denna alg är rik på bl.a. fett och protein och har sig visat lämplig som tillskottsfoder vid uppfödning av svin och kycklingar	O O C O O O O O O O C O F O O O O O O O O O	denna alg är har rik på bl.a. fett och protein och visat sig lämplig som tillskottsfoder vid uppfödning av svin och kycklingar	O O C F O O O O O O O C O O O O O O O O O O
2595	Under gynnsamma betingelser har avkastningen varit mycket tillfredsställande .	under gynnsamma betingelser har avkastningen varit mycket tillfredsställande	under gynnsamma har betingelser avkastningen varit mycket tillfredsställande	O O F O O C O O	under gynnsamma betingelser avkastningen varit mycket har tillfredsställande	O O O O C O F O
2596	Andra biotekniska metoder av stort intresse är de som under senare år framkommit för att utvinna fett och protein ur bergolja .	andra biotekniska metoder av stort intresse är de som under senare år framkommit för att utvinna fett och protein ur bergolja	andra biotekniska metoder av stort intresse är de som under senare år för framkommit utvinna att fett och protein ur bergolja	O O O O O O C O O O O O O F F O O O O O O	andra biotekniska metoder av stort intresse de som under senare är år framkommit för att utvinna fett och protein ur bergolja	O O O O O O O O O O F O C O O C O O O O O
2597	För detta har man använt jästsvampar och vissa bakterier .	för detta har man använt jästsvampar och vissa bakterier	för detta har man använt jästsvampar och vissa bakterier	O O C O C O O O O	för detta man använt jästsvampar och vissa bakterier har	O O O C O O O O F
2598	Kvantitativt är utbytet mycket tillfredsställande , och om högrenade kolväten används som odlingssubstrat , blir produkten även kvalitativt fullgod och kan användas som inblandning även i livsmedel för människor .	kvantitativt är utbytet mycket tillfredsställande och om högrenade kolväten används som odlingssubstrat blir produkten även kvalitativt fullgod och kan användas som inblandning även i livsmedel för människor	kvantitativt utbytet är mycket tillfredsställande och om högrenade används kolväten som odlingssubstrat blir produkten även kvalitativt fullgod och kan som användas inblandning även i livsmedel för människor	O O F O O O O O F O O O C O O O O O C O F O O O O O O	kvantitativt utbytet mycket tillfredsställande och om högrenade kolväten används som odlingssubstrat produkten även kvalitativt blir är fullgod och kan användas som inblandning även i livsmedel för människor	O O O O O O O O C O O O O O F F O O C C O O O O O O O
